Timestamp,delivery_count,share_size,delivery_method,known_csf,csf_impact,grocery_influence,necessary_grocery,grocery_budget,covid_end,found_out,primary_motivations,seafood_quality,frozen_seafood,seafood_types,pickup_experience,pick_location,customer_service,recipes,home_delivery,special_order,website_experience,cooking_seafood,economic_health,fisher_livelihood,ocean_health,less_waste,fisher_access,species_education,member_events,nonseafood_addons,ocean_connection,community_connection,fisher_connection,affected_health,fair_price,recommend,other_csf,feedback,gender,age,household_number,grocery_expenditure ,income,name,
4/24/2020 14:09:19,10 or more,Small,At a pick up location,Yes,Neutral,Did not influence,Yes,Increased,Likely to continue,Friend,"Quality/freshness, Education about fisheries, cooking and/or the ocean, Trustworthy/transparent sourcing",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,highly important,highly important,somewhat more than before,somewhat more than before,it's changed my life,much more than before,"Yes, it's fair",I already have,No,Thank you!,Female,65+,2,$51 - $100,$151 - $200K,,
4/24/2020 14:18:02,10 or more,Small,At a pick up location,Yes,Slight Negative Impact,Greatly Influenced,Yes,Increased,Likely to continue,Family member,"Quality/freshness, Personal health, Environmental sustainabilty, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,very satisfied,satisfied,it's ok,it's ok,very satisfied,very satisfied,N/A,satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,somewhat important,not important,not important,much more than before,somewhat more than before,much more than before,much more than before,"Yes, it's fair",I already have,No,,Female,25-34,3,$151 - $200,$50 - $100K,,
4/24/2020 14:21:38,10 or more,Small,At a pick up location,Yes,Neutral,Did not influence,Yes,No Change,Likely to continue,"Friend, Current member","Quality/freshness, Access to variety or hard to find products, Trustworthy/transparent sourcing",very satisfied,satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,satisfied,very satisfied,easy,highly important,highly important,highly important,highly important,highly important,highly important,highly important,somewhat important,much more than before,much more than before,much more than before,much more than before,"Yes, it's fair",I already have,No,,Female,65+,2,Rather not say,Rather not say,,
4/24/2020 14:22:05,10 or more,Medium,At a pick up location,Yes,Neutral,Did not influence,Sometimes,No Change,Likely to continue,Friend,"Quality/freshness, Personal health, Environmental sustainabilty, Connecting to community, Trustworthy/transparent sourcing, Supporting the local economy, Alignment with values",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,it's ok,N/A,slightly unsatisfied,slightly unsatisfied,easy,highly important,highly important,highly important,highly important,highly important,important,highly important,important,somewhat more than before,somewhat more than before,much more than before,much more than before,It's a little overpriced,I already have,Yes,"This is an important service, keep up the good work. Keep finding ways to make things as easy as possible on your customers. People want quality and connection, but only willing to sacrifice convenience so much. ",Male,35-44,3,$151 - $200,$101 - $150K,,
4/24/2020 14:23:18,10 or more,Medium,At a pick up location,Yes,Large Positive Impact,Did not influence,Yes,No Change,Likely to continue,"Family member, Friend, Social Media","Quality/freshness, Connecting to community, Supporting the local economy",very satisfied,very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,do-able,highly important,highly important,highly important,highly important,highly important,highly important,somewhat important,somewhat important,the same/not at all,the same/not at all,much more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Female,55-64,2,$101 - $150,Rather not say,,
4/24/2020 14:25:49,10 or more,Medium,At a pick up location,Yes,Neutral,Did not influence,Sometimes,Increased,Likely to continue,"Friend, Current member","Quality/freshness, Connecting to community, Trustworthy/transparent sourcing, Taking a decision out of your meal planning, Supporting the local economy",very satisfied,N/A,satisfied,very satisfied,very satisfied,very satisfied,satisfied,N/A,very satisfied,very satisfied,do-able,highly important,highly important,highly important,highly important,highly important,highly important,indifferent,indifferent,the same/not at all,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Female,25-34,2,$101 - $150,$101 - $150K,,
4/24/2020 14:30:10,10 or more,Medium,At a pick up location,Yes,Neutral,Slightly Influenced,"No, it is extra",Increased,Likely to continue,Friend,"Connecting to community, Education about fisheries, cooking and/or the ocean, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,N/A,N/A,exactly what I want,important,important,important,important,important,important,indifferent,indifferent,the same/not at all,the same/not at all,the same/not at all,the same/not at all,"Yes, it's fair",I already have,No,,Male,25-34,2,$101 - $150,$101 - $150K,Chris Free,
4/24/2020 14:31:54,10 or more,Small,Home delivery,Yes,Neutral,Greatly Influenced,Yes,Increased,Likely to continue,Social Media,"Quality/freshness, Connecting to community, Convenience",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,easy,highly important,highly important,highly important,highly important,highly important,highly important,indifferent,somewhat important,much more than before,much more than before,much more than before,much more than before,"Yes, it's fair",I already have,Yes,,Female,35-44,2,$101 - $150,Over $250K,,
4/24/2020 14:33:50,10 or more,Small,At a pick up location,Yes,Large Positive Impact,Did not influence,"No, it is extra",No Change,Likely to continue,2019 Botanic Garden Beer Garden get Hooked table,"Education about fisheries, cooking and/or the ocean, Convenience, Recipe recommendations for fish of week; thank you for the Nobu white miso paste marinade suggestion!",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,somewhat important,not important,the same/not at all,much more than before,much more than before,the same/not at all,"Yes, it's fair",I already have,No,"I enjoy the bios about the fisherman, the description of how the fish was caught, the fishery.  The recipes are essential to me.  I appreciate the quick responses when I have had trouble with web site.",Female,65+,2,$51 - $100,$101 - $150K,KATHERINE BOWER,
4/24/2020 14:34:24,10 or more,Medium,At a pick up location,Yes,Large Positive Impact,Slightly Influenced,Yes,Decreased,Likely to continue,I think it was an email--,"Quality/freshness, Environmental sustainabilty, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,easy,highly important,highly important,highly important,highly important,highly important,highly important,somewhat important,somewhat important,somewhat more than before,somewhat more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,No,We love you!,Female,65+,2,$151 - $200,$151 - $200K,,
4/24/2020 14:35:04,10 or more,Small,At a pick up location,Yes,Neutral,Did not influence,"No, it is extra",Increased,Not sure,Friend,"Quality/freshness, Convenience, Supporting the local economy",very satisfied,N/A,slightly unsatisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,easy,important,highly important,highly important,highly important,highly important,somewhat important,not important,not important,the same/not at all,the same/not at all,somewhat more than before,somewhat more than before,It's overpriced,I already have,No,,Female,55-64,2,$101 - $150,$151 - $200K,,
4/24/2020 14:36:25,10 or more,Large,At a pick up location,Yes,Neutral,Did not influence,"No, it is extra",No Change,Likely to continue,Friend,"Environmental sustainabilty, Connecting to community, Taking a decision out of your meal planning",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,satisfied,exactly what I want,highly important,highly important,highly important,highly important,indifferent,important,somewhat important,highly important,the same/not at all,somewhat more than before,much more than before,somewhat more than before,It's a little overpriced,I already have,Yes,,Female,35-44,6,$250+,Over $250K,,
4/24/2020 14:37:28,10 or more,Medium,Home delivery,Yes,Large Positive Impact,Did not influence,Yes,Increased,Likely to continue,Social Media,"Quality/freshness, Environmental sustainabilty, Trustworthy/transparent sourcing",very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,satisfied,do-able,highly important,highly important,highly important,highly important,important,important,important,somewhat important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Female,55-64,2,$101 - $150,$50 - $100K,,
4/24/2020 14:37:58,10 or more,Small,At a pick up location,Yes,Slight Positive Impact,Did not influence,Yes,Increased,Likely to continue,"Friend, Social Media","Quality/freshness, Environmental sustainabilty, Connecting to community, Convenience, Trustworthy/transparent sourcing, Gets me to try new seafood I normally might not buy!",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,N/A,N/A,exactly what I want,highly important,highly important,highly important,highly important,highly important,important,important,important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Female,25-34,2,$51 - $100,$101 - $150K,Sam Russell,
4/24/2020 14:38:26,10 or more,Medium,At a pick up location,Yes,Neutral,Did not influence,Sometimes,Increased,Likely to continue,lucky enough tpo know you:-),"Quality/freshness, Personal health, Environmental sustainabilty, Connecting to community, Supporting the local economy, supporting friend's businesses",very satisfied,N/A,it's ok,very satisfied,very satisfied,very satisfied,N/A,slightly unsatisfied,slightly unsatisfied,satisfied,easy,important,highly important,important,somewhat important,somewhat important,not important,somewhat important,indifferent,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,"my slightly disastisfied were 
1. based on consistent qulaity when gettting from plow to porch for the price there were times when the produce was not as fresh as I expected and when I said something there response was essentially must be you.
2. add ons I have only tried twice and once somehow I did not get the product. No big deal really, but...",Male,45-54,5,$250+,Rather not say,Eric Z,
4/24/2020 14:39:18,10 or more,Medium,At a pick up location,Yes,Slight Positive Impact,Did not influence,Yes,Increased,Likely to continue,News Media,"Quality/freshness, Environmental sustainabilty, Taking a decision out of your meal planning",very satisfied,very satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,N/A,very satisfied,satisfied,do-able,highly important,highly important,highly important,highly important,highly important,important,somewhat important,somewhat important,somewhat more than before,somewhat more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,No,"We have been members since near the beginning. We love, love, love it!",Male,65+,2,$101 - $150,Rather not say,,
4/24/2020 14:43:45,7-9,Medium,At a pick up location,Yes,Neutral,Greatly Influenced,Yes,No Change,Likely to continue,Teen cooking competition at SB Maritime Museum,"Quality/freshness, Access to variety or hard to find products, Environmental sustainabilty, Convenience, Trustworthy/transparent sourcing, Taking a decision out of your meal planning, Supporting the local economy, pushing myself and family to try new things",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,it's ok,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,somewhat important,somewhat important,important,somewhat important,much more than before,somewhat more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Female,45-54,4,$101 - $150,$201 - $250K,,
4/24/2020 14:47:02,10 or more,Medium,At a pick up location,Yes,Large Positive Impact,Did not influence,"No, it is extra",Increased,Likely to continue,Family member,"Quality/freshness, Environmental sustainabilty, Convenience",it's ok,it's ok,it's ok,it's ok,it's ok,it's ok,it's ok,N/A,it's ok,it's ok,do-able,important,important,important,important,important,somewhat important,not important,not important,the same/not at all,the same/not at all,somewhat more than before,much more than before,It's a little overpriced,I already have,No,,Female,65+,2,$151 - $200,Rather not say,,
4/24/2020 14:48:24,10 or more,Small,At a pick up location,No,Slight Positive Impact,Did not influence,Sometimes,No Change,Likely to continue,Current member,"Quality/freshness, Education about fisheries, cooking and/or the ocean, Taking a decision out of your meal planning",very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,N/A,satisfied,easy,highly important,highly important,highly important,highly important,highly important,highly important,important,important,somewhat more than before,much more than before,much more than before,the same/not at all,"Yes, it's fair",I already have,No,,Female,35-44,4,$151 - $200,$101 - $150K,,
4/24/2020 14:48:33,10 or more,Small,Home delivery,Yes,Neutral,Slightly Influenced,Yes,Decreased,Likely to continue,Earth Day SB Festival 2019,"Quality/freshness, Personal health, Environmental sustainabilty, Connecting to community, Supporting the local economy",very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,slightly unsatisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,important,not important,important,much more than before,somewhat more than before,somewhat more than before,much more than before,"Yes, it's fair",I already have,Yes,"Great job, wonderful service! Thanks for helping the community during the pandemic with drop offs, too!",Female,35-44,1,$101 - $150,$50 - $100K,,
4/24/2020 14:52:04,4-6,Small,At a pick up location,Yes,Neutral,Did not influence,Sometimes,No Change,Likely to continue,Family member,"Quality/freshness, Personal health, Convenience",satisfied,satisfied,satisfied,it's ok,it's ok,satisfied,very satisfied,N/A,satisfied,satisfied,do-able,important,important,important,important,important,important,important,important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",Likely,Yes,,Male,65+,2,Rather not say,Rather not say,,
4/24/2020 15:00:38,10 or more,Small,At a pick up location,Yes,Large Positive Impact,Did not influence,Yes,Increased,Likely to continue,Family member,"Quality/freshness, Price, Trustworthy/transparent sourcing",very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,N/A,satisfied,exactly what I want,important,important,important,important,highly important,highly important,indifferent,highly important,the same/not at all,the same/not at all,the same/not at all,somewhat more than before,"Yes, it's fair",I already have,Yes,i have really appreciated all yr help when i was traveling and with recipes for cooking fish that i have not cooked before,Female,65+,1,$151 - $200,$50 - $100K,,
4/24/2020 15:02:16,10 or more,Medium,At a pick up location,Yes,Neutral,Did not influence,Yes,No Change,Likely to continue,Physical Flier,"Quality/freshness, Environmental sustainabilty, Trustworthy/transparent sourcing",very satisfied,N/A,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,easy,highly important,highly important,highly important,highly important,highly important,highly important,not important,somewhat important,somewhat more than before,somewhat more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Female,55-64,3,$101 - $150,$101 - $150K,,
4/24/2020 15:03:28,7-9,Medium,At a pick up location,Yes,Neutral,Greatly Influenced,Sometimes,No Change,Likely to continue,Physical Flier,"Quality/freshness, Personal health, Environmental sustainabilty, Connecting to community, Education about fisheries, cooking and/or the ocean, Convenience, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,N/A,satisfied,very satisfied,very satisfied,satisfied,satisfied,N/A,N/A,it's ok,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,highly important,highly important,much more than before,much more than before,much more than before,much more than before,"Yes, it's fair",I already have,Yes,,Male,25-34,2,$151 - $200,$50 - $100K,,
4/24/2020 15:03:37,7-9,Small,At a pick up location,Yes,Neutral,Did not influence,Sometimes,No Change,Likely to continue,Plow to Porch,"Quality/freshness, Environmental sustainabilty, Trustworthy/transparent sourcing",very satisfied,very satisfied,it's ok,it's ok,satisfied,very satisfied,satisfied,very satisfied,N/A,very satisfied,easy,highly important,highly important,highly important,highly important,highly important,somewhat important,not important,not important,the same/not at all,somewhat more than before,the same/not at all,the same/not at all,"Yes, it's fair",I already have,Yes,,Male,35-44,2,$101 - $150,$101 - $150K,,
4/24/2020 15:18:02,10 or more,Medium,At a pick up location,Yes,Large Positive Impact,Did not influence,Yes,Increased,Likely to continue,"Friend, Current member, Social Media, News Media","Quality/freshness, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,easy,highly important,highly important,highly important,highly important,highly important,highly important,important,important,somewhat more than before,somewhat more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,No,We love you. Thank you. We look forward to our Wednesday night dinners! ,Female,55-64,2,<$50,$50 - $100K,Robin Sonner,
4/24/2020 15:21:48,10 or more,Small,At a pick up location,Yes,Large Positive Impact,Did not influence,Yes,No Change,Likely to continue,News Media,"Quality/freshness, Education about fisheries, cooking and/or the ocean, Supporting the local economy",very satisfied,N/A,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,important,important,somewhat more than before,much more than before,much more than before,much more than before,"Yes, it's fair",I already have,No,,Male,65+,2,Rather not say,Rather not say,Robert Fostakowsky,
4/24/2020 15:21:53,10 or more,Small,At a pick up location,Yes,Slight Positive Impact,Did not influence,Sometimes,No Change,Likely to continue,Friend,"Education about fisheries, cooking and/or the ocean, Taking a decision out of your meal planning, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,N/A,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,somewhat important,somewhat important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Female,25-34,2,$101 - $150,$50 - $100K,Kathryn Barnes,
4/24/2020 15:22:40,10 or more,Small,At a pick up location,Yes,Slight Positive Impact,Slightly Influenced,Sometimes,No Change,Likely to continue,"Santa Barbara City e-mail, News Media","Quality/freshness, Connecting to community, Education about fisheries, cooking and/or the ocean",satisfied,N/A,it's ok,satisfied,satisfied,very satisfied,very satisfied,N/A,slightly unsatisfied,slightly unsatisfied,exactly what I want,highly important,highly important,highly important,important,important,highly important,important,indifferent,somewhat more than before,much more than before,much more than before,somewhat more than before,It's a little overpriced,I already have,No,"THANKS for being there: Professionally, supportive, caring & informatively??",Other,Rather not say,2,Rather not say,Rather not say,,
4/24/2020 15:29:10,7-9,Medium,Home delivery,Yes,Large Positive Impact,Did not influence,Yes,Increased,Likely to continue,Friend,"Quality/freshness, Environmental sustainabilty, Trustworthy/transparent sourcing",very satisfied,very satisfied,satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,exactly what I want,important,highly important,highly important,highly important,highly important,highly important,important,somewhat important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,It's a little overpriced,I already have,No,It’s hard to judge about price... I feel like it’s a lot to pay but I’m fairly confident the money goes somewhere good ,Female,35-44,5,Rather not say,Rather not say,,
4/24/2020 15:31:22,10 or more,Small,At a pick up location,No,Slight Positive Impact,Slightly Influenced,Sometimes,Increased,Likely to continue,News Media,"Quality/freshness, Environmental sustainabilty, Connecting to community",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,N/A,it's ok,easy,highly important,highly important,highly important,highly important,highly important,somewhat important,somewhat important,important,the same/not at all,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,Good on ya.,Male,65+,2,$151 - $200,$101 - $150K,J,
4/24/2020 15:34:49,10 or more,Medium,Home delivery,Yes,Neutral,Did not influence,Yes,Increased,Likely to continue,Family member,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,somewhat important,somewhat important,indifferent,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,Thanks for organizing this great service!,Female,55-64,2,$250+,Rather not say,,
4/24/2020 15:46:29,10 or more,Small,At a pick up location,Yes,Neutral,Greatly Influenced,Yes,No Change,Likely to continue,Physical Flier,"Quality/freshness, Access to variety or hard to find products, Environmental sustainabilty, Connecting to community, Taking a decision out of your meal planning, Supporting the local economy",very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,somewhat important,important,important,somewhat important,somewhat more than before,somewhat more than before,much more than before,the same/not at all,"Yes, it's fair",I already have,No,,Male,25-34,2,$101 - $150,$151 - $200K,,
4/24/2020 15:53:38,10 or more,Medium,At a pick up location,Yes,Neutral,Slightly Influenced,"No, it is extra",Increased,Likely to continue,"Current member, Previous member","Quality/freshness, Education about fisheries, cooking and/or the ocean, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,N/A,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,not important,not important,somewhat more than before,much more than before,much more than before,much more than before,"Yes, it's fair",I already have,No,,Female,65+,3,$151 - $200,$101 - $150K,,
4/24/2020 15:58:04,10 or more,Small,At a pick up location,Yes,Neutral,Did not influence,Yes,No Change,Likely to continue,Previous member,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,somewhat important,somewhat important,the same/not at all,somewhat more than before,somewhat more than before,somewhat more than before,It's a little overpriced,I already have,No,,Female,55-64,2,$101 - $150,$101 - $150K,,
4/24/2020 15:59:13,10 or more,Medium,Home delivery,Yes,Slight Positive Impact,Greatly Influenced,Yes,Increased,Likely to continue,Friend,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,easy,highly important,highly important,highly important,highly important,highly important,highly important,highly important,highly important,the same/not at all,somewhat more than before,somewhat more than before,somewhat more than before,It's a little overpriced,I already have,No,,Female,25-34,3,$151 - $200,$151 - $200K,,
4/24/2020 16:12:35,10 or more,Small,At a pick up location,Yes,Large Positive Impact,Did not influence,Yes,Increased,Likely to continue,Earth day festival ,"Quality/freshness, Personal health, Environmental sustainabilty, Connecting to community, Education about fisheries, cooking and/or the ocean, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,somewhat important,somewhat important,much more than before,much more than before,much more than before,much more than before,"Yes, it's fair",I already have,Yes,"We love get hooked! Thank you for providing such a fantastic, well thought service for our community. While I think the price is very fair, it would be difficult to absorb a price increase.",Female,35-44,4,$151 - $200,$101 - $150K,Danielle Reed,
4/24/2020 16:14:06,10 or more,Medium,At a pick up location,Yes,Large Positive Impact,Did not influence,Yes,No Change,Likely to continue,News Media,"Quality/freshness, Environmental sustainabilty, Connecting to community",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,satisfied,N/A,very satisfied,very satisfied,do-able,highly important,highly important,highly important,highly important,highly important,highly important,not important,somewhat important,much more than before,the same/not at all,much more than before,much more than before,"Yes, it's fair",I already have,Yes,It's a wonderful program.  I've never had fresher or better seafood.,Female,65+,2,Rather not say,Rather not say,Elaine Gibson,
4/24/2020 16:17:16,4-6,Small,At a pick up location,Yes,Large Positive Impact,Did not influence,Yes,Decreased,Likely to continue,"Family member, Current member","Quality/freshness, Connecting to community, Education about fisheries, cooking and/or the ocean",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,easy,important,highly important,highly important,highly important,highly important,highly important,important,somewhat important,somewhat more than before,much more than before,much more than before,much more than before,"Yes, it's fair",I already have,No,I love Get Hooked!  We look forward to our seafood,Female,55-64,2,<$50,Over $250K,,
4/24/2020 16:20:43,10 or more,Small,At a pick up location,Yes,Large Positive Impact,Did not influence,"No, it is extra",No Change,Likely to continue,News Media,Quality/freshness,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,N/A,N/A,very satisfied,easy,highly important,highly important,highly important,highly important,highly important,highly important,highly important,highly important,the same/not at all,the same/not at all,somewhat more than before,the same/not at all,"Yes, it's fair",Likely,No,,Female,65+,2,$51 - $100,Rather not say,,
4/24/2020 16:24:59,10 or more,Small,At a pick up location,Yes,Slight Positive Impact,Did not influence,Sometimes,No Change,Likely to continue,Draughtsman ,"Quality/freshness, Environmental sustainabilty, Convenience",very satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,satisfied,N/A,very satisfied,N/A,easy,important,important,highly important,highly important,important,somewhat important,indifferent,important,much more than before,much more than before,somewhat more than before,much more than before,"Yes, it's fair",I already have,Yes,,Female,35-44,3,$101 - $150,$151 - $200K,,
4/24/2020 16:30:04,10 or more,Medium,Home delivery,Yes,Neutral,Did not influence,Yes,Increased,Likely to continue,Can’t remember ,"Quality/freshness, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,very satisfied,satisfied,very satisfied,N/A,N/A,very satisfied,N/A,N/A,N/A,do-able,highly important,highly important,highly important,highly important,highly important,important,indifferent,important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,It's a little overpriced,I already have,Yes,,Female,65+,2,Rather not say,Rather not say,Annie Clare,
4/24/2020 16:48:15,7-9,Small,At a pick up location,Yes,Neutral,Did not influence,Yes,Increased,Likely to continue,Rotary Club of Santa Barbara Sunrise presentation,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,N/A,satisfied,satisfied,do-able,highly important,highly important,highly important,highly important,highly important,important,somewhat important,somewhat important,somewhat more than before,the same/not at all,somewhat more than before,the same/not at all,"Yes, it's fair",Likely,No,,Female,25-34,3,$101 - $150,$50 - $100K,,
4/24/2020 16:52:30,10 or more,Small,At a pick up location,Yes,Neutral,Did not influence,Sometimes,No Change,Likely to continue,Friend,"Quality/freshness, Environmental sustainabilty, Convenience, Supporting the local economy",very satisfied,slightly unsatisfied,it's ok,it's ok,it's ok,slightly unsatisfied,slightly unsatisfied,N/A,it's ok,it's ok,N/A,important,important,important,important,important,somewhat important,indifferent,somewhat important,the same/not at all,somewhat more than before,somewhat more than before,the same/not at all,It's a little overpriced,Likely,Yes,"We should be able to choose the frozen item when we have opted out. (rank, 1,2, other). Also , the small portions should be the same as the larger group portions.",Male,55-64,2,Rather not say,Rather not say,,
4/24/2020 17:03:16,10 or more,Small,At a pick up location,Yes,Large Positive Impact,Did not influence,"No, it is extra",Increased,Likely to continue,Social Media,"Quality/freshness, Access to variety or hard to find products, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,very satisfied,satisfied,it's ok,very unsatisfied,very satisfied,satisfied,N/A,very satisfied,very satisfied,exactly what I want,important,important,highly important,important,highly important,important,not important,not important,somewhat more than before,somewhat more than before,much more than before,the same/not at all,It's a little overpriced,I already have,Yes,Add madewest Ventura as a pick up location.,Male,35-44,3,$151 - $200,$101 - $150K,Tony Ostrowski,
4/24/2020 17:04:54,7-9,Small,Home delivery,Yes,Slight Positive Impact,Slightly Influenced,Yes,No Change,Likely to continue,Booth at local fair,"Quality/freshness, Access to variety or hard to find products, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,it's ok,very satisfied,very satisfied,very satisfied,satisfied,very satisfied,exactly what I want,important,important,important,important,important,important,indifferent,somewhat important,somewhat more than before,somewhat more than before,somewhat more than before,much more than before,It's a little overpriced,I already have,No,,Female,55-64,2,$51 - $100,$101 - $150K,,
4/24/2020 17:07:09,4-6,Medium,At a pick up location,Yes,Neutral,Did not influence,Yes,No Change,Likely to continue,News Media,"Quality/freshness, Environmental sustainabilty, Taking a decision out of your meal planning",very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,satisfied,N/A,very satisfied,very satisfied,do-able,highly important,highly important,highly important,highly important,highly important,highly important,not important,somewhat important,somewhat more than before,the same/not at all,somewhat more than before,somewhat more than before,"Yes, it's fair",Likely,No,,Female,35-44,5,$151 - $200,$50 - $100K,,
4/24/2020 17:13:47,10 or more,Medium,At a pick up location,Yes,Large Positive Impact,Did not influence,Sometimes,No Change,Likely to continue,Friend,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,do-able,highly important,highly important,highly important,highly important,highly important,important,not important,not important,much more than before,much more than before,somewhat more than before,much more than before,"Yes, it's fair",Likely,No,"Cooking new types of see food has been challenging but rewarding also. 
We use it as an excuse to invite family for dinner. ",Female,65+,2,$101 - $150,$201 - $250K,Becca Garbett,
